CustomerID,Recency,Frequency,Monetary,Customer_Lifetime_Value,Cluster,Segment
13349.0,11,1,247.32,247.32,0,Regular / Moderate-Value Customers
13350.0,16,2,979.12,979.12,0,Regular / Moderate-Value Customers
13351.0,66,1,373.94,373.94,0,Regular / Moderate-Value Customers
13352.0,60,1,397.97999999999996,397.97999999999996,0,Regular / Moderate-Value Customers
13354.0,71,1,743.53,743.53,0,Regular / Moderate-Value Customers
13355.0,122,1,674.7,674.7,0,Regular / Moderate-Value Customers
13356.0,80,1,768.24,768.24,0,Regular / Moderate-Value Customers
13357.0,257,1,609.4,609.4,1,At-Risk / Low-Value Customers
13358.0,269,1,439.03,439.03,1,At-Risk / Low-Value Customers
13359.0,64,1,439.56,439.56,0,Regular / Moderate-Value Customers
13362.0,9,4,3090.7400000000002,3090.7400000000002,0,Regular / Moderate-Value Customers
13363.0,18,2,992.5,992.5,0,Regular / Moderate-Value Customers
13364.0,71,1,134.95999999999998,134.95999999999998,0,Regular / Moderate-Value Customers
13365.0,34,2,2225.37,2225.37,0,Regular / Moderate-Value Customers
13366.0,50,1,56.160000000000004,56.160000000000004,0,Regular / Moderate-Value Customers
13368.0,257,2,623.4,623.4,1,At-Risk / Low-Value Customers
13369.0,366,1,308.28000000000003,308.28000000000003,1,At-Risk / Low-Value Customers
13370.0,372,1,754.87,754.87,1,At-Risk / Low-Value Customers
13372.0,90,1,378.64,378.64,0,Regular / Moderate-Value Customers
13373.0,61,3,3312.25,3312.25,0,Regular / Moderate-Value Customers
13375.0,89,1,778.65,778.65,0,Regular / Moderate-Value Customers
13376.0,99,3,1019.76,1019.76,0,Regular / Moderate-Value Customers
13379.0,26,3,572.56,572.56,0,Regular / Moderate-Value Customers
13381.0,32,6,3639.31,3639.31,0,Regular / Moderate-Value Customers
13382.0,281,1,222.99,222.99,1,At-Risk / Low-Value Customers
13384.0,31,7,4151.93,4151.93,0,Regular / Moderate-Value Customers
13385.0,330,1,534.57,534.57,1,At-Risk / Low-Value Customers
13388.0,131,2,677.1,677.1,0,Regular / Moderate-Value Customers
13389.0,11,3,797.96,797.96,0,Regular / Moderate-Value Customers
13390.0,75,1,544.08,544.08,0,Regular / Moderate-Value Customers
13391.0,204,1,59.8,59.8,1,At-Risk / Low-Value Customers
13394.0,2,8,2520.02,2520.02,0,Regular / Moderate-Value Customers
13395.0,185,1,307.72,307.72,1,At-Risk / Low-Value Customers
13396.0,29,2,1360.99,1360.99,0,Regular / Moderate-Value Customers
13397.0,73,5,1544.13,1544.13,0,Regular / Moderate-Value Customers
13398.0,192,1,457.34,457.34,1,At-Risk / Low-Value Customers
13402.0,127,2,621.23,621.23,0,Regular / Moderate-Value Customers
13403.0,18,1,75.0,75.0,0,Regular / Moderate-Value Customers
13404.0,1,2,252.49,252.49,0,Regular / Moderate-Value Customers
13405.0,74,3,572.451,572.451,0,Regular / Moderate-Value Customers
13408.0,2,62,28117.04,28117.04,3,Loyal / Valuable Customers
13410.0,24,5,1003.06,1003.06,0,Regular / Moderate-Value Customers
13411.0,107,1,213.55,213.55,0,Regular / Moderate-Value Customers
13414.0,134,3,1390.5,1390.5,0,Regular / Moderate-Value Customers
13416.0,44,2,712.5,712.5,0,Regular / Moderate-Value Customers
13417.0,5,2,640.83,640.83,0,Regular / Moderate-Value Customers
13418.0,12,18,6127.43,6127.43,3,Loyal / Valuable Customers
13419.0,64,1,221.06,221.06,0,Regular / Moderate-Value Customers
13420.0,150,2,159.85,159.85,1,At-Risk / Low-Value Customers
13421.0,40,2,1833.71,1833.71,0,Regular / Moderate-Value Customers
13422.0,64,1,2626.3,2626.3,0,Regular / Moderate-Value Customers
13425.0,108,3,1624.21,1624.21,0,Regular / Moderate-Value Customers
13426.0,1,10,3641.32,3641.32,0,Regular / Moderate-Value Customers
13427.0,19,3,582.6,582.6,0,Regular / Moderate-Value Customers
13428.0,10,1,201.78,201.78,0,Regular / Moderate-Value Customers
13429.0,11,4,1006.8,1006.8,0,Regular / Moderate-Value Customers
13430.0,19,2,679.45,679.45,0,Regular / Moderate-Value Customers
13431.0,67,2,1269.1,1269.1,0,Regular / Moderate-Value Customers
13434.0,74,2,534.24,534.24,0,Regular / Moderate-Value Customers
13435.0,5,7,3809.8900000000003,3809.8900000000003,0,Regular / Moderate-Value Customers
13436.0,2,1,196.89,196.89,0,Regular / Moderate-Value Customers
13437.0,14,7,3408.06,3408.06,0,Regular / Moderate-Value Customers
13439.0,255,1,283.71,283.71,1,At-Risk / Low-Value Customers
13441.0,92,1,296.64,296.64,0,Regular / Moderate-Value Customers
13447.0,23,3,1129.14,1129.14,0,Regular / Moderate-Value Customers
13448.0,17,6,3534.69,3534.69,0,Regular / Moderate-Value Customers
13449.0,24,1,291.88,291.88,0,Regular / Moderate-Value Customers
13450.0,27,6,2043.7199999999998,2043.7199999999998,0,Regular / Moderate-Value Customers
13451.0,26,5,2898.2599999999998,2898.2599999999998,0,Regular / Moderate-Value Customers
13452.0,259,2,590.0,590.0,1,At-Risk / Low-Value Customers
13453.0,166,2,356.97999999999996,356.97999999999996,1,At-Risk / Low-Value Customers
13455.0,25,2,1058.34,1058.34,0,Regular / Moderate-Value Customers
13456.0,18,6,1766.72,1766.72,0,Regular / Moderate-Value Customers
13458.0,7,14,9646.57,9646.57,3,Loyal / Valuable Customers
13460.0,29,2,183.44,183.44,0,Regular / Moderate-Value Customers
13461.0,39,3,1445.0,1445.0,0,Regular / Moderate-Value Customers
13462.0,253,1,151.5,151.5,1,At-Risk / Low-Value Customers
13464.0,58,1,674.68,674.68,0,Regular / Moderate-Value Customers
13466.0,184,1,307.9,307.9,1,At-Risk / Low-Value Customers
13467.0,11,2,1071.91,1071.91,0,Regular / Moderate-Value Customers
13468.0,2,37,5704.97,5704.97,3,Loyal / Valuable Customers
13470.0,99,2,165.0,165.0,0,Regular / Moderate-Value Customers
13471.0,1,4,2501.84,2501.84,0,Regular / Moderate-Value Customers
13473.0,61,2,422.64,422.64,0,Regular / Moderate-Value Customers
13474.0,236,1,226.84,226.84,1,At-Risk / Low-Value Customers
13475.0,191,4,1431.78,1431.78,1,At-Risk / Low-Value Customers
13476.0,179,2,1238.47,1238.47,1,At-Risk / Low-Value Customers
13477.0,38,6,1454.58,1454.58,0,Regular / Moderate-Value Customers
13479.0,201,2,300.95,300.95,1,At-Risk / Low-Value Customers
13481.0,46,5,1804.56,1804.56,0,Regular / Moderate-Value Customers
13482.0,232,1,184.64,184.64,1,At-Risk / Low-Value Customers
13483.0,66,1,140.34,140.34,0,Regular / Moderate-Value Customers
13484.0,241,1,313.8,313.8,1,At-Risk / Low-Value Customers
13485.0,233,1,454.24,454.24,1,At-Risk / Low-Value Customers
13486.0,78,3,1122.41,1122.41,0,Regular / Moderate-Value Customers
13487.0,58,3,575.4,575.4,0,Regular / Moderate-Value Customers
13488.0,17,13,8968.31,8968.31,3,Loyal / Valuable Customers
13489.0,105,4,449.52,449.52,0,Regular / Moderate-Value Customers
13491.0,52,10,1215.82,1215.82,0,Regular / Moderate-Value Customers
13492.0,136,3,1269.84,1269.84,0,Regular / Moderate-Value Customers
13493.0,275,2,618.63,618.63,1,At-Risk / Low-Value Customers
13494.0,312,1,316.26000000000005,316.26000000000005,1,At-Risk / Low-Value Customers
13495.0,8,5,2044.8700000000001,2044.8700000000001,0,Regular / Moderate-Value Customers
13496.0,11,2,653.33,653.33,0,Regular / Moderate-Value Customers
13497.0,283,2,348.05,348.05,1,At-Risk / Low-Value Customers
13499.0,18,5,1159.11,1159.11,0,Regular / Moderate-Value Customers
13500.0,23,3,1166.77,1166.77,0,Regular / Moderate-Value Customers
13501.0,288,1,1340.32,1340.32,1,At-Risk / Low-Value Customers
13502.0,17,3,292.0,292.0,0,Regular / Moderate-Value Customers
13503.0,71,1,216.85,216.85,0,Regular / Moderate-Value Customers
13504.0,64,1,295.93,295.93,0,Regular / Moderate-Value Customers
13505.0,73,4,4393.63,4393.63,0,Regular / Moderate-Value Customers
13506.0,316,2,458.52,458.52,1,At-Risk / Low-Value Customers
13507.0,3,4,2479.16,2479.16,0,Regular / Moderate-Value Customers
13508.0,244,1,110.97,110.97,1,At-Risk / Low-Value Customers
13509.0,9,7,979.72,979.72,0,Regular / Moderate-Value Customers
13510.0,1,4,1791.56,1791.56,0,Regular / Moderate-Value Customers
13512.0,261,1,251.21,251.21,1,At-Risk / Low-Value Customers
13513.0,127,1,205.1,205.1,0,Regular / Moderate-Value Customers
13514.0,74,1,152.20000000000002,152.20000000000002,0,Regular / Moderate-Value Customers
13515.0,73,4,891.12,891.12,0,Regular / Moderate-Value Customers
13516.0,21,3,1389.41,1389.41,0,Regular / Moderate-Value Customers
13517.0,60,3,2128.42,2128.42,0,Regular / Moderate-Value Customers
13518.0,86,1,627.16,627.16,0,Regular / Moderate-Value Customers
13519.0,78,1,122.75,122.75,0,Regular / Moderate-Value Customers
13520.0,59,6,3624.35,3624.35,0,Regular / Moderate-Value Customers
13521.0,1,3,1071.73,1071.73,0,Regular / Moderate-Value Customers
13522.0,30,1,125.80000000000001,125.80000000000001,0,Regular / Moderate-Value Customers
13523.0,33,5,3964.88,3964.88,0,Regular / Moderate-Value Customers
13524.0,41,5,680.1800000000001,680.1800000000001,0,Regular / Moderate-Value Customers
13525.0,15,2,628.78,628.78,0,Regular / Moderate-Value Customers
13527.0,34,7,2242.36,2242.36,0,Regular / Moderate-Value Customers
13529.0,79,2,307.76,307.76,0,Regular / Moderate-Value Customers
13531.0,205,2,483.8,483.8,1,At-Risk / Low-Value Customers
13532.0,34,1,210.31,210.31,0,Regular / Moderate-Value Customers
13533.0,183,3,269.09,269.09,1,At-Risk / Low-Value Customers
13534.0,2,25,5870.08,5870.08,3,Loyal / Valuable Customers
13536.0,1,7,3444.39,3444.39,0,Regular / Moderate-Value Customers
13538.0,43,7,1280.85,1280.85,0,Regular / Moderate-Value Customers
13539.0,86,3,631.34,631.34,0,Regular / Moderate-Value Customers
13544.0,40,2,276.06,276.06,0,Regular / Moderate-Value Customers
13546.0,12,3,621.09,621.09,0,Regular / Moderate-Value Customers
13548.0,96,2,678.16,678.16,0,Regular / Moderate-Value Customers
13549.0,26,7,918.2,918.2,0,Regular / Moderate-Value Customers
13551.0,319,1,91.80000000000001,91.80000000000001,1,At-Risk / Low-Value Customers
13552.0,66,12,3740.07,3740.07,0,Regular / Moderate-Value Customers
13555.0,74,4,4098.88,4098.88,0,Regular / Moderate-Value Customers
13557.0,28,2,584.06,584.06,0,Regular / Moderate-Value Customers
13558.0,6,4,594.52,594.52,0,Regular / Moderate-Value Customers
13560.0,7,1,171.42000000000002,171.42000000000002,0,Regular / Moderate-Value Customers
13561.0,216,1,141.85999999999999,141.85999999999999,1,At-Risk / Low-Value Customers
13562.0,82,3,1799.33,1799.33,0,Regular / Moderate-Value Customers
13563.0,84,2,777.53,777.53,0,Regular / Moderate-Value Customers
13564.0,144,3,1724.67,1724.67,0,Regular / Moderate-Value Customers
13565.0,19,2,240.22,240.22,0,Regular / Moderate-Value Customers
13566.0,41,2,856.84,856.84,0,Regular / Moderate-Value Customers
13568.0,173,1,187.05,187.05,1,At-Risk / Low-Value Customers
13569.0,17,2,338.62,338.62,0,Regular / Moderate-Value Customers
13570.0,243,1,239.49,239.49,1,At-Risk / Low-Value Customers
13571.0,13,12,2088.94,2088.94,0,Regular / Moderate-Value Customers
13572.0,206,1,1384.25,1384.25,1,At-Risk / Low-Value Customers
13573.0,50,2,290.25,290.25,0,Regular / Moderate-Value Customers
13575.0,23,5,732.0699999999999,732.0699999999999,0,Regular / Moderate-Value Customers
13576.0,10,18,6717.34,6717.34,3,Loyal / Valuable Customers
13577.0,25,4,1687.6000000000001,1687.6000000000001,0,Regular / Moderate-Value Customers
13579.0,15,2,467.04,467.04,0,Regular / Moderate-Value Customers
13581.0,309,1,118.0,118.0,1,At-Risk / Low-Value Customers
13583.0,156,1,781.03,781.03,1,At-Risk / Low-Value Customers
13584.0,307,1,142.4,142.4,1,At-Risk / Low-Value Customers
13587.0,64,1,712.4,712.4,0,Regular / Moderate-Value Customers
13588.0,16,9,2478.95,2478.95,0,Regular / Moderate-Value Customers
13589.0,15,2,379.65,379.65,0,Regular / Moderate-Value Customers
13590.0,11,6,1981.92,1981.92,0,Regular / Moderate-Value Customers
13591.0,65,3,1117.13,1117.13,0,Regular / Moderate-Value Customers
13592.0,36,4,247.95999999999998,247.95999999999998,0,Regular / Moderate-Value Customers
13593.0,108,5,2011.88,2011.88,0,Regular / Moderate-Value Customers
13594.0,53,1,396.97,396.97,0,Regular / Moderate-Value Customers
13596.0,6,2,664.11,664.11,0,Regular / Moderate-Value Customers
13598.0,47,1,160.04,160.04,0,Regular / Moderate-Value Customers
13599.0,1,21,5149.92,5149.92,3,Loyal / Valuable Customers
13600.0,312,1,219.52,219.52,1,At-Risk / Low-Value Customers
13601.0,45,2,693.32,693.32,0,Regular / Moderate-Value Customers
13602.0,65,1,428.89,428.89,0,Regular / Moderate-Value Customers
13603.0,26,1,164.34,164.34,0,Regular / Moderate-Value Customers
13606.0,29,3,276.75,276.75,0,Regular / Moderate-Value Customers
13607.0,40,1,675.51,675.51,0,Regular / Moderate-Value Customers
13610.0,12,7,1082.33,1082.33,0,Regular / Moderate-Value Customers
13611.0,89,3,1154.4,1154.4,0,Regular / Moderate-Value Customers
13614.0,24,4,1585.46,1585.46,0,Regular / Moderate-Value Customers
13615.0,319,1,417.69,417.69,1,At-Risk / Low-Value Customers
13617.0,40,3,544.18,544.18,0,Regular / Moderate-Value Customers
13618.0,174,1,177.34,177.34,1,At-Risk / Low-Value Customers
13621.0,117,1,213.85,213.85,0,Regular / Moderate-Value Customers
13623.0,31,5,727.74,727.74,0,Regular / Moderate-Value Customers
13626.0,253,1,257.23,257.23,1,At-Risk / Low-Value Customers
13627.0,59,5,1638.47,1638.47,0,Regular / Moderate-Value Customers
13629.0,23,11,7792.36,7792.36,0,Regular / Moderate-Value Customers
13630.0,5,7,2031.78,2031.78,0,Regular / Moderate-Value Customers
13631.0,100,11,3070.42,3070.42,0,Regular / Moderate-Value Customers
13632.0,25,5,2118.93,2118.93,0,Regular / Moderate-Value Customers
13634.0,33,5,1547.3600000000001,1547.3600000000001,0,Regular / Moderate-Value Customers
13635.0,68,1,1071.03,1071.03,0,Regular / Moderate-Value Customers
13636.0,37,5,949.12,949.12,0,Regular / Moderate-Value Customers
13637.0,52,3,804.3,804.3,0,Regular / Moderate-Value Customers
13638.0,16,1,122.64,122.64,0,Regular / Moderate-Value Customers
13639.0,74,1,1033.34,1033.34,0,Regular / Moderate-Value Customers
13642.0,216,1,312.28,312.28,1,At-Risk / Low-Value Customers
13643.0,31,3,519.44,519.44,0,Regular / Moderate-Value Customers
13644.0,16,4,2624.26,2624.26,0,Regular / Moderate-Value Customers
13645.0,120,1,252.1,252.1,0,Regular / Moderate-Value Customers
13647.0,10,4,1648.1200000000001,1648.1200000000001,0,Regular / Moderate-Value Customers
13649.0,257,2,346.6,346.6,1,At-Risk / Low-Value Customers
13650.0,17,6,1836.34,1836.34,0,Regular / Moderate-Value Customers
13651.0,35,2,94.2,94.2,0,Regular / Moderate-Value Customers
13652.0,46,3,1095.08,1095.08,0,Regular / Moderate-Value Customers
13654.0,43,6,2707.33,2707.33,0,Regular / Moderate-Value Customers
13655.0,114,2,932.97,932.97,0,Regular / Moderate-Value Customers
13656.0,165,2,379.65,379.65,1,At-Risk / Low-Value Customers
13657.0,11,2,382.14,382.14,0,Regular / Moderate-Value Customers
13658.0,10,5,2639.17,2639.17,0,Regular / Moderate-Value Customers
13659.0,206,2,1563.0,1563.0,1,At-Risk / Low-Value Customers
13662.0,86,3,881.26,881.26,0,Regular / Moderate-Value Customers
13663.0,179,1,189.47,189.47,1,At-Risk / Low-Value Customers
13666.0,60,3,84.65,84.65,0,Regular / Moderate-Value Customers
13667.0,149,1,299.05,299.05,1,At-Risk / Low-Value Customers
13668.0,3,21,6309.83,6309.83,3,Loyal / Valuable Customers
13669.0,51,2,218.55,218.55,0,Regular / Moderate-Value Customers
13670.0,75,1,349.7,349.7,0,Regular / Moderate-Value Customers
13672.0,301,2,186.39000000000001,186.39000000000001,1,At-Risk / Low-Value Customers
13673.0,19,2,387.44,387.44,0,Regular / Moderate-Value Customers
13675.0,151,2,486.82000000000005,486.82000000000005,1,At-Risk / Low-Value Customers
13678.0,152,1,232.6,232.6,1,At-Risk / Low-Value Customers
13680.0,1,4,3719.12,3719.12,0,Regular / Moderate-Value Customers
13681.0,18,4,827.83,827.83,0,Regular / Moderate-Value Customers
13682.0,187,1,59.5,59.5,1,At-Risk / Low-Value Customers
13684.0,286,1,65.13,65.13,1,At-Risk / Low-Value Customers
13685.0,3,7,3119.44,3119.44,0,Regular / Moderate-Value Customers
13686.0,183,1,72.0,72.0,1,At-Risk / Low-Value Customers
13689.0,63,1,910.0,910.0,0,Regular / Moderate-Value Customers
13690.0,59,1,172.25,172.25,0,Regular / Moderate-Value Customers
13692.0,25,3,1488.32,1488.32,0,Regular / Moderate-Value Customers
13694.0,4,50,65039.62,65039.62,3,Loyal / Valuable Customers
13695.0,31,15,2504.13,2504.13,0,Regular / Moderate-Value Customers
13697.0,39,1,151.29999999999998,151.29999999999998,0,Regular / Moderate-Value Customers
13699.0,155,1,308.58000000000004,308.58000000000004,1,At-Risk / Low-Value Customers
13700.0,26,10,2248.63,2248.63,0,Regular / Moderate-Value Customers
13703.0,318,1,99.5,99.5,1,At-Risk / Low-Value Customers
13704.0,5,9,2308.06,2308.06,0,Regular / Moderate-Value Customers
13705.0,8,3,711.86,711.86,0,Regular / Moderate-Value Customers
13706.0,303,1,330.79,330.79,1,At-Risk / Low-Value Customers
13707.0,267,2,806.41,806.41,1,At-Risk / Low-Value Customers
13708.0,271,1,285.33,285.33,1,At-Risk / Low-Value Customers
13709.0,4,13,6307.650000000001,6307.650000000001,0,Regular / Moderate-Value Customers
13710.0,32,1,180.48,180.48,0,Regular / Moderate-Value Customers
13711.0,219,2,252.06,252.06,1,At-Risk / Low-Value Customers
13712.0,247,1,228.84,228.84,1,At-Risk / Low-Value Customers
13715.0,281,5,1077.39,1077.39,1,At-Risk / Low-Value Customers
13716.0,269,1,138.28,138.28,1,At-Risk / Low-Value Customers
13717.0,32,6,1445.01,1445.01,0,Regular / Moderate-Value Customers
13718.0,246,2,306.55,306.55,1,At-Risk / Low-Value Customers
13719.0,15,5,1041.68,1041.68,0,Regular / Moderate-Value Customers
13720.0,117,4,799.9,799.9,0,Regular / Moderate-Value Customers
13721.0,36,1,524.14,524.14,0,Regular / Moderate-Value Customers
13722.0,132,3,2375.41,2375.41,0,Regular / Moderate-Value Customers
13723.0,217,1,199.85000000000002,199.85000000000002,1,At-Risk / Low-Value Customers
13725.0,50,8,1980.56,1980.56,0,Regular / Moderate-Value Customers
13726.0,39,2,1079.6599999999999,1079.6599999999999,0,Regular / Moderate-Value Customers
13727.0,29,2,333.48,333.48,0,Regular / Moderate-Value Customers
13728.0,37,6,1016.14,1016.14,0,Regular / Moderate-Value Customers
13730.0,136,2,752.6,752.6,0,Regular / Moderate-Value Customers
13731.0,219,2,610.59,610.59,1,At-Risk / Low-Value Customers
13732.0,28,1,491.86,491.86,0,Regular / Moderate-Value Customers
13735.0,25,4,2883.54,2883.54,0,Regular / Moderate-Value Customers
13736.0,5,2,729.8,729.8,0,Regular / Moderate-Value Customers
13737.0,200,1,339.59999999999997,339.59999999999997,1,At-Risk / Low-Value Customers
13739.0,18,1,216.9,216.9,0,Regular / Moderate-Value Customers
13740.0,241,1,350.75,350.75,1,At-Risk / Low-Value Customers
13741.0,72,3,668.4300000000001,668.4300000000001,0,Regular / Moderate-Value Customers
13742.0,17,12,3107.87,3107.87,0,Regular / Moderate-Value Customers
13743.0,3,7,1341.6,1341.6,0,Regular / Moderate-Value Customers
13744.0,95,2,1080.52,1080.52,0,Regular / Moderate-Value Customers
13745.0,162,1,300.04,300.04,1,At-Risk / Low-Value Customers
13747.0,374,1,79.6,79.6,1,At-Risk / Low-Value Customers
13748.0,96,5,948.25,948.25,0,Regular / Moderate-Value Customers
13750.0,54,5,1647.26,1647.26,0,Regular / Moderate-Value Customers
13751.0,288,1,296.25,296.25,1,At-Risk / Low-Value Customers
13752.0,124,6,1175.38,1175.38,0,Regular / Moderate-Value Customers
13753.0,288,1,741.26,741.26,1,At-Risk / Low-Value Customers
13754.0,152,2,282.59999999999997,282.59999999999997,1,At-Risk / Low-Value Customers
13755.0,4,9,2108.06,2108.06,0,Regular / Moderate-Value Customers
13756.0,2,14,5189.52,5189.52,3,Loyal / Valuable Customers
13758.0,12,7,3190.55,3190.55,0,Regular / Moderate-Value Customers
13759.0,33,2,659.4100000000001,659.4100000000001,0,Regular / Moderate-Value Customers
13760.0,54,2,286.79,286.79,0,Regular / Moderate-Value Customers
13761.0,50,2,1070.65,1070.65,0,Regular / Moderate-Value Customers
13762.0,219,1,306.72,306.72,1,At-Risk / Low-Value Customers
13763.0,63,1,1714.96,1714.96,0,Regular / Moderate-Value Customers
13764.0,71,3,1519.42,1519.42,0,Regular / Moderate-Value Customers
13767.0,2,37,17220.36,17220.36,3,Loyal / Valuable Customers
13769.0,2,10,2796.51,2796.51,0,Regular / Moderate-Value Customers
13771.0,64,4,2634.45,2634.45,0,Regular / Moderate-Value Customers
13772.0,34,3,1122.63,1122.63,0,Regular / Moderate-Value Customers
13774.0,82,1,345.0,345.0,0,Regular / Moderate-Value Customers
13777.0,1,33,25977.16,25977.16,3,Loyal / Valuable Customers
13778.0,103,1,178.7,178.7,0,Regular / Moderate-Value Customers
13780.0,7,2,360.01,360.01,0,Regular / Moderate-Value Customers
13781.0,251,1,127.84,127.84,1,At-Risk / Low-Value Customers
13782.0,13,6,908.86,908.86,0,Regular / Moderate-Value Customers
13784.0,10,11,2462.79,2462.79,0,Regular / Moderate-Value Customers
13786.0,367,1,230.39999999999998,230.39999999999998,1,At-Risk / Low-Value Customers
13787.0,76,2,309.04,309.04,0,Regular / Moderate-Value Customers
13790.0,4,1,348.8,348.8,0,Regular / Moderate-Value Customers
13791.0,128,2,1516.0,1516.0,0,Regular / Moderate-Value Customers
13792.0,66,2,195.55,195.55,0,Regular / Moderate-Value Customers
13798.0,1,57,37153.85,37153.85,3,Loyal / Valuable Customers
13799.0,117,2,688.86,688.86,0,Regular / Moderate-Value Customers
13800.0,310,1,558.32,558.32,1,At-Risk / Low-Value Customers
13801.0,67,1,324.8,324.8,0,Regular / Moderate-Value Customers
13802.0,139,3,4599.42,4599.42,0,Regular / Moderate-Value Customers
13803.0,255,1,277.07,277.07,1,At-Risk / Low-Value Customers
13804.0,31,7,2588.39,2588.39,0,Regular / Moderate-Value Customers
13805.0,52,2,924.6,924.6,0,Regular / Moderate-Value Customers
13806.0,64,1,256.38,256.38,0,Regular / Moderate-Value Customers
13807.0,367,1,112.6,112.6,1,At-Risk / Low-Value Customers
13808.0,6,5,1747.66,1747.66,0,Regular / Moderate-Value Customers
13809.0,305,1,155.05,155.05,1,At-Risk / Low-Value Customers
13810.0,29,3,1499.01,1499.01,0,Regular / Moderate-Value Customers
13811.0,184,3,814.5,814.5,1,At-Risk / Low-Value Customers
13812.0,42,3,539.0,539.0,0,Regular / Moderate-Value Customers
13813.0,40,4,1366.8600000000001,1366.8600000000001,0,Regular / Moderate-Value Customers
13814.0,92,2,1579.12,1579.12,0,Regular / Moderate-Value Customers
13815.0,22,4,4027.36,4027.36,0,Regular / Moderate-Value Customers
13816.0,24,2,571.6700000000001,571.6700000000001,0,Regular / Moderate-Value Customers
13817.0,29,2,382.98,382.98,0,Regular / Moderate-Value Customers
13819.0,302,3,1140.35,1140.35,1,At-Risk / Low-Value Customers
13821.0,145,2,385.64,385.64,1,At-Risk / Low-Value Customers
13822.0,6,2,632.0,632.0,0,Regular / Moderate-Value Customers
13823.0,19,2,957.66,957.66,0,Regular / Moderate-Value Customers
13824.0,33,5,1698.94,1698.94,0,Regular / Moderate-Value Customers
13826.0,176,1,189.5,189.5,1,At-Risk / Low-Value Customers
13827.0,58,3,409.8,409.8,0,Regular / Moderate-Value Customers
13828.0,22,1,209.49,209.49,0,Regular / Moderate-Value Customers
13831.0,16,6,2198.45,2198.45,0,Regular / Moderate-Value Customers
13832.0,19,1,52.199999999999996,52.199999999999996,0,Regular / Moderate-Value Customers
13833.0,159,1,383.85,383.85,1,At-Risk / Low-Value Customers
13835.0,25,4,834.57,834.57,0,Regular / Moderate-Value Customers
13837.0,212,2,266.59000000000003,266.59000000000003,1,At-Risk / Low-Value Customers
13838.0,6,4,674.82,674.82,0,Regular / Moderate-Value Customers
13841.0,253,1,85.0,85.0,1,At-Risk / Low-Value Customers
13842.0,59,9,3385.62,3385.62,0,Regular / Moderate-Value Customers
13844.0,11,1,361.62,361.62,0,Regular / Moderate-Value Customers
13845.0,65,1,312.98,312.98,0,Regular / Moderate-Value Customers
13846.0,25,3,865.0600000000001,865.0600000000001,0,Regular / Moderate-Value Customers
13848.0,92,3,1255.0,1255.0,0,Regular / Moderate-Value Customers
13849.0,52,2,1537.95,1537.95,0,Regular / Moderate-Value Customers
13850.0,129,1,1595.48,1595.48,0,Regular / Moderate-Value Customers
13851.0,96,3,2651.46,2651.46,0,Regular / Moderate-Value Customers
13853.0,57,1,1090.14,1090.14,0,Regular / Moderate-Value Customers
13854.0,9,25,8109.5199999999995,8109.5199999999995,3,Loyal / Valuable Customers
13856.0,169,3,388.5,388.5,1,At-Risk / Low-Value Customers
13858.0,57,1,216.17,216.17,0,Regular / Moderate-Value Customers
13859.0,326,1,201.16,201.16,1,At-Risk / Low-Value Customers
13860.0,1,5,1245.9,1245.9,0,Regular / Moderate-Value Customers
13862.0,18,8,2209.36,2209.36,0,Regular / Moderate-Value Customers
13863.0,248,1,305.78,305.78,1,At-Risk / Low-Value Customers
13865.0,58,4,501.56,501.56,0,Regular / Moderate-Value Customers
13866.0,74,1,145.67000000000002,145.67000000000002,0,Regular / Moderate-Value Customers
13867.0,31,3,1005.09,1005.09,0,Regular / Moderate-Value Customers
13868.0,7,2,3192.54,3192.54,0,Regular / Moderate-Value Customers
13869.0,123,4,3083.65,3083.65,0,Regular / Moderate-Value Customers
13870.0,2,8,2770.94,2770.94,0,Regular / Moderate-Value Customers
13871.0,23,13,6403.25,6403.25,0,Regular / Moderate-Value Customers
13873.0,120,3,389.6,389.6,0,Regular / Moderate-Value Customers
13874.0,358,1,540.45,540.45,1,At-Risk / Low-Value Customers
13875.0,54,5,1786.79,1786.79,0,Regular / Moderate-Value Customers
13876.0,64,1,122.7,122.7,0,Regular / Moderate-Value Customers
13877.0,86,1,117.24,117.24,0,Regular / Moderate-Value Customers
13878.0,55,1,1271.57,1271.57,0,Regular / Moderate-Value Customers
13880.0,21,13,3219.77,3219.77,0,Regular / Moderate-Value Customers
13881.0,4,20,17159.52,17159.52,3,Loyal / Valuable Customers
13882.0,3,5,1191.13,1191.13,0,Regular / Moderate-Value Customers
13883.0,11,5,2674.48,2674.48,0,Regular / Moderate-Value Customers
13884.0,7,5,787.6,787.6,0,Regular / Moderate-Value Customers
13885.0,189,2,506.8,506.8,1,At-Risk / Low-Value Customers
13886.0,71,1,243.56,243.56,0,Regular / Moderate-Value Customers
13887.0,204,1,349.55,349.55,1,At-Risk / Low-Value Customers
13888.0,120,2,595.67,595.67,0,Regular / Moderate-Value Customers
13889.0,93,1,416.90000000000003,416.90000000000003,0,Regular / Moderate-Value Customers
13890.0,1,10,1883.8100000000002,1883.8100000000002,0,Regular / Moderate-Value Customers
13892.0,27,4,632.97,632.97,0,Regular / Moderate-Value Customers
13893.0,298,1,821.1,821.1,1,At-Risk / Low-Value Customers
13894.0,24,3,564.62,564.62,0,Regular / Moderate-Value Customers
